Player,GP,G,A,TP,PPG,PIM,POS,firstYear,lastYear,Awards,Cups,All_Star_Games,HoF,FinalValue,HoF_Probability
Andreas Athanasiou,307,87,73,160,0.521,117,1,2015,2021,0,0,0,0,-12.90456935119629,2.4866557118340266e-06
Timo Meier,268,77,83,160,0.597,158,1,2016,2021,0,0,0,0,-12.656699859619142,3.1861315868131697e-06
Andy Blair,402,74,86,160,0.39799999999999996,323,1,1928,1937,0,1,0,0,-11.54991790008545,9.636741387076048e-06
Reg Kerr,263,66,94,160,0.608,169,1,1977,1984,0,0,0,0,-12.656699859619142,3.1861315868131697e-06
Patric Kjellberg,394,64,96,160,0.406,84,1,1992,2003,0,0,0,0,-12.803289138793946,2.751699353257562e-06
Peter Mueller,297,63,97,160,0.539,98,1,2007,2013,0,0,0,0,-12.964348518371583,2.3423617077963765e-06
Craig Adams,951,55,105,160,0.168,683,1,2000,2015,0,2,0,0,-9.69859954071045,6.13656142487539e-05
Jason Garrison,555,49,111,160,0.28800000000000003,229,2,2008,2019,0,0,0,0,-12.006701194763185,6.103139189540247e-06
Kurtis Foster,405,42,118,160,0.395,308,2,2002,2013,0,0,0,0,-10.649805271148683,2.3704895349416548e-05
Alexei Kasatonov,383,38,122,160,0.418,326,2,1989,1996,0,0,1,0,-8.861544334411622,0.00014171592101579962
Pete Babando,351,86,73,159,0.45299999999999996,194,1,1947,1953,0,1,0,0,-12.124114715576173,5.427021275351505e-06
Kevin Fiala,292,72,87,159,0.545,128,1,2014,2021,0,0,0,0,-12.964348518371583,2.3423617077963765e-06
Pierre-Luc Dubois,239,66,93,159,0.665,164,1,2017,2021,0,0,0,0,-8.184915983200074,0.0002787501290620522
Craig Berube,1054,61,98,159,0.151,3149,1,1986,2003,0,0,0,0,-14.472838127136232,5.182341626567355e-07
Glen Metropolit,407,57,102,159,0.391,148,1,1999,2010,0,0,0,0,-12.803289138793946,2.751699353257562e-06
Wally Boyer,365,54,105,159,0.436,163,1,1965,1972,0,0,0,0,-12.877430641174318,2.5550642285679514e-06
Rostislav Klesla,654,48,111,159,0.243,620,2,2000,2014,0,0,0,0,-9.931715690612794,4.860596500995074e-05
Mark Reeds,365,45,114,159,0.436,135,1,1981,1989,0,0,0,0,-12.689295494079591,3.083952273084053e-06
Jeff Beukeboom,804,30,129,159,0.198,1890,2,1985,1999,0,4,0,0,-10.917283737182618,1.8141618782631774e-05
Chris Therien,764,29,130,159,0.20800000000000002,585,2,1994,2006,0,0,0,0,-9.931715690612794,4.860596500995074e-05
Brad Shaw,377,22,137,159,0.42200000000000004,208,2,1985,1999,0,0,0,0,-9.531536781311036,7.252281856764147e-05
Matt Beleskey,477,76,82,158,0.331,440,1,2008,2019,0,0,0,0,-12.588769638061525,3.410085996222245e-06
Mike Leclerc,341,64,94,158,0.46299999999999997,288,1,1996,2006,0,0,0,0,-12.826039993286134,2.6898027798140627e-06
Joonas Donskoi,353,63,95,158,0.44799999999999995,92,1,2015,2021,0,0,0,0,-12.877430641174318,2.5550642285679514e-06
Normand Rochefort,598,39,119,158,0.264,570,2,1980,1994,0,0,0,0,-10.12427207183838,4.0092865166404584e-05
Kyle Quincey,586,36,122,158,0.27,548,2,2005,2018,0,0,0,0,-10.752818786621095,2.138458609411345e-05
Bob Woytowich,503,32,126,158,0.314,352,2,1964,1972,0,0,1,0,-10.562207901000978,2.5874987840180115e-05
Ed Van Impe,700,27,131,158,0.226,1025,2,1966,1977,0,2,3,0,-7.382147275924683,0.0006218763086582123
Cory Sarich,969,21,137,158,0.163,1089,2,1998,2014,0,1,0,0,-9.824489318847657,5.4107192781378753e-05
Robert Murdoch,260,72,85,157,0.604,127,1,1975,1979,0,0,0,0,-12.656699859619142,3.1861315868131697e-06
Murray Balfour,306,67,90,157,0.513,393,1,1956,1965,0,1,0,0,-11.817160331726075,7.376821460224851e-06
Ray Allison,237,64,93,157,0.662,223,1,1979,1987,0,0,0,0,-8.190366470336915,0.0002772353581492678
Tom Kostopoulos,630,61,96,157,0.249,723,1,2001,2013,0,0,0,0,-11.624687397003175,8.94249129250229e-06
Carlo Colaiacovo,470,34,123,157,0.33399999999999996,231,2,2002,2016,0,0,0,0,-10.862600528717042,1.916126642692838e-05
Warren Godfrey,786,32,125,157,0.2,752,2,1952,1968,0,0,1,0,-9.646299564361573,6.466023012436193e-05
Gerry Couture,385,86,70,156,0.405,89,1,1944,1954,0,1,1,0,-11.990593635559083,6.202241259183261e-06
Adam Hall,682,69,87,156,0.22899999999999998,282,1,2001,2014,0,0,0,0,-13.775479042053224,1.0408424934548435e-06
Nate Thompson,771,62,94,156,0.20199999999999999,366,1,2006,2021,0,0,0,0,-13.271659576416017,1.7226249460967486e-06
Brian Cullen,326,56,100,156,0.479,92,1,1954,1961,0,0,0,0,-12.877430641174318,2.5550642285679514e-06
Oscar Klefbom,378,34,122,156,0.413,74,2,2013,2021,0,0,0,0,-9.867963039398195,5.180546842562106e-05
Randy Ladouceur,931,30,126,156,0.168,1322,2,1982,1996,0,0,0,0,-10.690514766693116,2.2759281306826544e-05
Zach Hyman,308,72,83,155,0.503,177,1,2015,2021,0,0,0,0,-13.01512786102295,2.226387842378491e-06
Real Lemieux,456,51,104,155,0.34,262,1,1966,1974,0,0,0,0,-12.746184074401857,2.9134081170855834e-06
Nick Schmaltz,254,48,107,155,0.61,52,1,2016,2021,0,0,0,0,-12.468564712524415,3.8456475403213695e-06
Michael Raffl,475,79,75,154,0.324,188,1,2013,2021,0,0,0,0,-13.278890335083009,1.7102140064689352e-06
Mike Blaisdell,343,70,84,154,0.449,166,1,1980,1989,0,0,0,0,-12.877430641174318,2.5550642285679514e-06
Todd Warriner,453,65,89,154,0.34,249,1,1994,2003,0,0,0,0,-12.934319221496583,2.4137677844220173e-06
Yanni Gourde,257,64,90,154,0.599,175,1,2015,2021,0,1,0,0,-12.013942443847657,6.0591047309060095e-06
Kevin Klein,627,38,116,154,0.24600000000000002,185,2,2005,2017,0,0,0,0,-11.724776947021486,8.090783061363137e-06
Pekka Rautakallio,235,33,121,154,0.655,122,2,1979,1982,0,0,1,0,-10.517821037292482,2.7049336354706834e-05
Rick Zombo,652,24,130,154,0.23600000000000002,728,2,1984,1996,0,0,0,0,-9.472011291503907,7.697050472835283e-05
Jim Harrison,324,67,86,153,0.47200000000000003,435,1,1968,1980,0,0,0,0,-12.506955825805665,3.7008074713648534e-06
Don Gallinger,222,65,88,153,0.6890000000000001,89,1,1942,1948,0,0,0,0,-8.302569591522218,0.00024781763132558524
Dave Semenko,575,65,88,153,0.266,1175,1,1979,1988,0,2,0,0,-11.675306999206544,8.501095670713304e-06
Matt Nieto,477,63,90,153,0.321,82,1,2013,2021,0,0,0,0,-13.278890335083009,1.7102140064689352e-06
Floyd Thomson,411,56,97,153,0.3720000000000001,341,1,1971,1980,0,0,0,0,-12.24807807159424,4.794299903066941e-06
Georges Laraque,695,53,100,153,0.22,1126,1,1997,2010,0,0,0,0,-12.784451210021974,2.8040268476971838e-06
Petr Cajanek,269,46,107,153,0.569,144,1,2002,2007,0,0,0,0,-12.623340332031251,3.294211810878995e-06
Chris Kotsopoulos,479,44,109,153,0.319,827,2,1980,1990,0,0,0,0,-9.24382134628296,9.669797962612443e-05
Craig Cameron,552,87,65,152,0.275,196,1,1966,1976,0,0,0,0,-13.992786132812501,8.375482438065816e-07
Torrey Mitchell,666,67,85,152,0.228,351,1,2007,2018,0,0,0,0,-13.271659576416017,1.7226249460967486e-06
Yuri Khmylyov,263,64,88,152,0.578,133,1,1992,1997,0,0,0,0,-12.811475479125978,2.7292650201720633e-06
Red Horner,490,42,110,152,0.31,1254,2,1928,1940,0,1,0,1,-9.408538543701173,8.201400266533471e-05
Adam Burt,737,37,115,152,0.20600000000000002,961,2,1988,2001,0,0,0,0,-11.009679042816163,1.654055054083316e-05
Jaccob Slavin,380,29,123,152,0.4,58,2,2015,2021,0,0,1,0,-10.641816818237306,2.3895014633224178e-05
Barry Wilkins,418,27,125,152,0.364,663,2,1966,1976,0,0,0,0,-8.378028594970704,0.00022980982676645243
Bryan Watson,878,17,135,152,0.17300000000000001,2212,2,1963,1979,0,1,0,0,-11.789760314941407,7.5817395184991906e-06
Billy MacMillan,446,74,77,151,0.33899999999999997,184,1,1970,1977,0,0,0,0,-12.928869926452638,2.4269569886192968e-06
Conor Sheary,328,72,79,151,0.46,66,1,2015,2021,0,2,0,0,-11.126619064331056,1.4715138273108406e-05
Kris King,849,66,85,151,0.17800000000000002,2030,1,1987,2001,0,0,0,0,-14.651362144470216,4.3350496913083703e-07
Pavel Buchnevich,251,61,90,151,0.602,70,1,2016,2021,0,0,0,0,-12.656699859619142,3.1861315868131697e-06
Nils Ekman,264,60,91,151,0.5720000000000001,188,1,1999,2007,0,0,0,0,-12.811475479125978,2.7292650201720633e-06
Rudy Migay,418,59,92,151,0.361,293,1,1949,1960,0,0,1,0,-12.692520820617677,3.074021574034476e-06
Kevin Labanc,289,51,100,151,0.522,132,1,2016,2021,0,0,0,0,-12.776213371276857,2.8272213083440923e-06
Aaron Ward,839,44,107,151,0.18,736,2,1993,2010,0,3,0,0,-7.119644367218018,0.0008084003863333677
Chris Joseph,510,39,112,151,0.29600000000000004,567,2,1987,2001,0,0,0,0,-9.576292716979982,6.934877550085735e-05
Jamie Baker,404,71,79,150,0.371,271,1,1989,1999,0,0,0,0,-12.808739387512208,2.7367427440726835e-06
Andy Sutton,676,38,112,150,0.222,1185,2,1998,2013,0,0,0,0,-10.679423534393312,2.3013109002526685e-05
Dale Rolfe,509,25,125,150,0.295,556,2,1959,1975,0,0,0,0,-10.280783378601075,3.428448413651442e-05
Tyler Wright,613,79,70,149,0.243,854,1,1992,2006,0,0,0,0,-11.847451889038087,7.156718115841154e-06
Matt Bradley,675,59,90,149,0.221,562,1,2000,2012,0,0,0,0,-12.276946746826173,4.657874150882376e-06
Drake Berehowsky,549,37,112,149,0.271,848,2,1990,2004,0,0,0,0,-10.068277084350587,4.240181088610443e-05
Francis Bouillon,776,32,117,149,0.192,536,2,1999,2014,0,0,0,0,-10.752818786621095,2.138458609411345e-05
Sandy McCarthy,736,72,76,148,0.201,1534,1,1993,2004,0,0,0,0,-14.518310272216798,4.95196706020975e-07
Nathan Gerbe,426,62,86,148,0.34700000000000003,194,1,2008,2021,0,0,0,0,-12.928869926452638,2.4269569886192968e-06
Ville Peltonen,382,52,96,148,0.387,119,1,1995,2009,0,0,0,0,-12.803289138793946,2.751699353257562e-06
Torrie Robertson,442,49,99,148,0.335,1751,1,1980,1990,0,0,0,0,-13.630854331970216,1.2028034292570525e-06
Kent Douglas,428,33,115,148,0.34600000000000003,631,2,1962,1969,1,2,3,0,-2.8381332988739016,0.0552979735385072
Jonas Brodin,560,31,117,148,0.264,164,2,2012,2021,0,0,0,0,-12.00125189971924,6.136487571656096e-06
Luke Schenn,761,31,117,148,0.19399999999999998,573,2,2008,2021,0,1,0,0,-9.481515609741212,7.624247353233439e-05
Fred Barrett,745,25,123,148,0.19899999999999998,671,2,1970,1984,0,0,0,0,-9.215422355651857,9.948319288527016e-05
Guillaume Latendresse,341,87,60,147,0.431,185,1,2006,2013,0,0,0,0,-11.523071014404298,9.898959440057801e-06
Warren Young,236,72,75,147,0.623,472,1,1981,1988,0,0,0,0,-12.141190254211427,5.335139159131915e-06
Red Beattie,334,62,85,147,0.44,137,1,1930,1939,0,0,0,0,-12.877430641174318,2.5550642285679514e-06
Jesper Fast,425,55,92,147,0.34600000000000003,116,1,2013,2021,0,0,0,0,-12.928869926452638,2.4269569886192968e-06
Doug Roberts,419,43,104,147,0.35100000000000003,342,2,1965,1975,0,0,1,0,-10.086606704711915,4.1631713503805614e-05
Daniil Markov,538,29,118,147,0.273,456,2,1997,2007,0,0,0,0,-11.079290115356446,1.542832358747667e-05
Craig Muni,819,28,119,147,0.179,775,2,1981,1998,0,3,0,0,-7.353310787200928,0.0006400584545286691
Corb Denneny,176,103,43,146,0.83,148,1,1917,1928,0,2,0,0,-9.103012763977052,0.00011131749907225343
Ron Delorme,524,83,63,146,0.27899999999999997,667,1,1976,1985,0,0,0,0,-11.414050781250001,1.103915764311784e-05
Petr Prucha,346,78,68,146,0.42200000000000004,133,1,2005,2011,0,0,0,0,-11.633630477905275,8.862875115788773e-06
Lindsay Carson,373,66,80,146,0.391,624,1,1981,1988,0,0,0,0,-11.274123394012452,1.2697110739562698e-05
Glen Harmon,452,50,96,146,0.32299999999999995,334,2,1942,1951,0,2,2,0,-7.148465358734131,0.0007854520709077813
Mark Lamb,403,46,100,146,0.36200000000000004,291,1,1985,1996,0,1,0,0,-11.921006881713868,6.6492031939169825e-06
Chris Campoli,440,35,111,146,0.332,200,2,2005,2012,0,0,0,0,-10.826775753021241,1.9860144700171187e-05
Bob Plager,644,20,126,146,0.22699999999999998,802,2,1964,1978,0,0,0,0,-10.012825214385987,4.4819374981664066e-05
Jeff Odgers,821,75,70,145,0.177,2364,1,1991,2003,0,0,0,0,-14.651362144470216,4.3350496913083703e-07
Gary Lupul,293,70,75,145,0.495,243,1,1979,1986,0,0,0,0,-13.020579063415529,2.2142843976541248e-06
Peter Sundstrom,335,61,84,145,0.433,122,1,1983,1990,0,0,0,0,-12.877430641174318,2.5550642285679514e-06
Connor Brown,328,59,86,145,0.442,70,1,2015,2021,0,0,0,0,-12.877430641174318,2.5550642285679514e-06
Jim Nill,524,58,87,145,0.27699999999999997,854,1,1981,1990,0,0,0,0,-12.003964149475099,6.119866536982905e-06
Brett Callighen,160,56,89,145,0.9059999999999999,132,1,1979,1982,0,0,0,0,-7.899771654129029,0.0003706907452973448
Matti Hagman,237,56,89,145,0.612,36,1,1976,1982,0,0,0,0,-12.656699859619142,3.1861315868131697e-06
Ralph Klassen,497,52,93,145,0.292,120,1,1975,1984,0,0,0,0,-13.98338195037842,8.454618457855321e-07
Kerry Huffman,401,37,108,145,0.36200000000000004,361,2,1986,1996,0,0,0,0,-10.145984375000001,3.923177285161813e-05
Scott Bjugstad,317,76,68,144,0.45399999999999996,144,1,1983,1992,0,0,0,0,-12.877430641174318,2.5550642285679514e-06
Joe Benoit,185,75,69,144,0.778,94,1,1940,1947,0,1,0,0,-10.767751419067384,2.1067636989201274e-05
Dan Labraaten,268,71,73,144,0.537,47,1,1978,1982,0,0,0,0,-12.964348518371583,2.3423617077963765e-06
Nick Boynton,605,34,110,144,0.23800000000000002,862,2,1999,2011,0,1,1,0,-9.007086956024171,0.0001225232822551167
Hank Goldup,202,63,80,143,0.708,97,1,1939,1946,0,1,0,0,-9.511577808380128,7.39847330744072e-05
Tommy Wingels,448,62,81,143,0.319,254,1,2010,2018,0,0,0,0,-13.253966056823732,1.7533754308145935e-06
Colton Sceviour,459,61,82,143,0.312,108,1,2010,2021,0,0,0,0,-13.24851580810547,1.7629578356859442e-06
Roland Eriksson,193,48,96,143,0.741,26,1,1976,1979,0,0,1,0,-10.764351093292237,2.1139394233782686e-05
Bengt Lundholm,275,48,95,143,0.52,72,1,1981,1986,0,0,0,0,-12.82699366760254,2.6872388136687066e-06
Deron Quint,463,46,97,143,0.309,166,2,1995,2007,0,0,0,0,-11.14642258834839,1.442659737619256e-05
Scott Lachance,819,31,112,143,0.175,567,2,1991,2004,0,0,1,0,-10.064893447875978,4.254552008864317e-05
Harry Cameron,128,88,54,142,1.109,183,2,1917,1923,0,2,0,1,-4.707036935806275,0.008950661000531272
Bob Crawford,246,71,71,142,0.5770000000000001,72,1,1979,1987,0,0,0,0,-12.811475479125978,2.7292650201720633e-06
Cody Hodgson,328,64,78,142,0.433,68,1,2010,2016,0,0,0,0,-12.877430641174318,2.5550642285679514e-06
Alexander Korolyuk,296,62,80,142,0.48,140,1,1997,2004,0,0,0,0,-12.877430641174318,2.5550642285679514e-06
Jarkko Ruutu,652,58,84,142,0.218,1078,1,1999,2011,0,0,0,0,-12.714646064758302,3.0067551873628553e-06
Jon Klemm,773,42,100,142,0.184,436,2,1991,2008,0,2,0,0,-9.555556022644044,7.080175093135531e-05
Henrik Tallinder,678,28,114,142,0.209,378,2,2001,2014,0,0,0,0,-11.169565879821779,1.409655697627643e-05
Tim Gleason,727,17,125,142,0.195,701,2,2003,2015,0,0,0,0,-9.472011291503907,7.697050472835283e-05
Steve Christoff,248,77,64,141,0.569,108,1,1979,1984,0,0,0,0,-12.811475479125978,2.7292650201720633e-06
Sylvio Mantha,542,63,78,141,0.26,671,2,1923,1937,0,3,0,1,-7.389156305313111,0.0006175354812813361
Hartland Monahan,334,61,80,141,0.42200000000000004,163,1,1973,1981,0,0,0,0,-11.633630477905275,8.862875115788773e-06
Dennis Polonich,390,59,82,141,0.36200000000000004,1242,1,1974,1983,0,0,0,0,-11.99704285812378,6.162370577040138e-06
Jan Ludvig,314,54,87,141,0.449,418,1,1982,1989,0,0,0,0,-12.506955825805665,3.7008074713648534e-06
Nick Holden,496,45,96,141,0.284,150,2,2010,2021,0,0,0,0,-11.881287776947023,6.918616780071415e-06
Germain Gagnon,259,40,101,141,0.544,72,1,1971,1976,0,0,0,0,-12.776213371276857,2.8272213083440923e-06
Nate Schmidt,402,30,111,141,0.35100000000000003,84,2,2013,2021,0,0,0,0,-10.70119496536255,2.251750653381175e-05
Gilbert Dionne,223,61,79,140,0.628,108,1,1990,1996,0,1,0,0,-12.036535942077638,5.9237440633709886e-06
Lou Franceschetti,459,59,81,140,0.305,747,1,1981,1992,0,0,0,0,-11.322767936706544,1.2094254763746416e-05
Normand Dupont,256,55,85,140,0.547,52,1,1979,1984,0,0,0,0,-12.964348518371583,2.3423617077963765e-06
Dick Tarnstrom,306,35,105,140,0.45799999999999996,254,2,2001,2008,0,0,0,0,-10.780787193298341,2.079479197748578e-05
Frantisek Musil,797,34,106,140,0.17600000000000002,1241,2,1986,2001,0,0,0,0,-10.679423534393312,2.3013109002526685e-05
Roman Polak,806,26,114,140,0.174,643,2,2006,2020,0,0,0,0,-9.931715690612794,4.860596500995074e-05
Karel Rachunek,371,22,118,140,0.377,227,2,1999,2008,0,0,0,0,-10.706646167755128,2.2395095743384027e-05
Jon Sim,469,75,64,139,0.29600000000000004,314,1,1998,2011,0,1,0,0,-12.584742271423341,3.4238473080986275e-06
Norm Ferguson,279,73,66,139,0.498,72,1,1968,1972,0,0,0,0,-13.01512786102295,2.226387842378491e-06
Maxim Lapierre,614,65,74,139,0.226,586,1,2005,2015,0,0,0,0,-12.084390842437745,5.646941485402491e-06
Pat Conacher,521,63,76,139,0.267,235,1,1979,1996,0,1,0,0,-13.346074783325196,1.5990891334574625e-06
Tobias Rieder,439,60,79,139,0.317,50,1,2014,2021,0,0,0,0,-13.24851580810547,1.7629578356859442e-06
Steve Ludzik,424,46,93,139,0.32799999999999996,333,1,1981,1990,0,0,0,0,-12.324187004089357,4.442952402213236e-06
Darryl Shannon,544,28,111,139,0.256,523,2,1988,2001,0,0,0,0,-10.90933009338379,1.8286483455089158e-05
Keith Magnuson,589,14,125,139,0.23600000000000002,1442,2,1969,1980,0,0,2,0,-10.77505799484253,2.0914268902599823e-05
Sprague Cleghorn,259,83,55,138,0.5329999999999999,538,2,1918,1928,0,3,0,1,-7.814353191375733,0.0004037329126994138
Michel Bergeron,229,80,58,138,0.603,165,1,1974,1979,0,0,0,0,-12.546140396118165,3.558597844027591e-06
Jordy Douglas,268,76,62,138,0.515,169,1,1979,1985,0,0,0,0,-13.01512786102295,2.226387842378491e-06
John Wensink,403,70,68,138,0.342,842,1,1973,1983,0,0,0,0,-11.016755306243898,1.6423920310100475e-05
Oliver Bjorkstrand,251,67,71,138,0.55,54,1,2015,2021,0,0,0,0,-12.964348518371583,2.3423617077963765e-06
Jim Slater,584,67,71,138,0.23600000000000002,407,1,2005,2015,0,0,0,0,-13.263647758483888,1.7364817143955927e-06
Sven Bartschi,291,66,72,138,0.474,78,1,2011,2020,0,0,0,0,-12.877430641174318,2.5550642285679514e-06
Mike Santorelli,406,64,74,138,0.34,78,1,2008,2016,0,0,0,0,-12.803289138793946,2.751699353257562e-06
Randy Pierce,277,62,76,138,0.498,223,1,1977,1985,0,0,0,0,-13.020579063415529,2.2142843976541248e-06
Tim Hunter,815,62,76,138,0.16899999999999998,3146,2,1981,1997,0,1,0,0,-11.988705360412599,6.213963788627768e-06
Zemgus Girgensons,489,61,77,138,0.282,130,1,2013,2021,0,0,1,0,-13.924004280090333,8.971837222713013e-07
Denis Arkhipov,352,56,82,138,0.392,128,1,2000,2007,0,0,0,0,-12.803289138793946,2.751699353257562e-06
Tim Sweeney,291,55,83,138,0.474,123,1,1990,1998,0,0,0,0,-12.877430641174318,2.5550642285679514e-06
Marc Bureau,567,55,83,138,0.243,327,1,1989,2000,0,0,0,0,-13.492732727050782,1.3809566034871047e-06
Bobby Dollas,645,42,96,138,0.214,467,2,1983,2001,0,0,0,0,-10.922778808593751,1.8042204485015994e-05
Kevin Haller,642,41,97,138,0.215,907,2,1989,2002,0,1,0,0,-10.087265693664552,4.1604288843200894e-05
Noah Hanifin,392,28,110,138,0.35200000000000004,97,2,2015,2021,0,0,1,0,-10.641816818237306,2.3895014633224178e-05
Ian Cole,545,26,112,138,0.253,507,2,2010,2021,0,2,0,0,-9.161165916442872,0.00010502932602934964
Lars Lindgren,394,25,113,138,0.35,325,2,1978,1984,0,0,1,0,-10.03120394897461,4.4003210836412814e-05
Jakub Vrana,250,68,69,137,0.5479999999999999,61,1,2016,2021,0,1,0,0,-12.321592056274415,4.454496552239822e-06
Eric Lacroix,472,67,70,137,0.29,361,1,1993,2001,0,0,0,0,-13.428171836853029,1.4730531918395368e-06
Gino Odjick,604,61,73,137,0.22699999999999998,2567,1,1990,2002,0,0,0,0,-14.651362144470216,4.3350496913083703e-07
Nick Fotiu,646,60,77,137,0.212,1362,1,1976,1989,0,0,0,0,-13.762165748596193,1.0547921724408963e-06
Jay Beagle,589,56,81,137,0.233,217,1,2008,2021,0,1,0,0,-13.189563476562501,1.8700126796169759e-06
Oleg Saprykin,325,55,82,137,0.42200000000000004,240,1,1999,2007,0,0,0,0,-11.63907977294922,8.81471047093106e-06
Marco Scandella,583,42,95,137,0.235,233,2,2010,2021,0,0,0,0,-11.73022624206543,8.046814260390075e-06
Carl Gunnarsson,619,30,107,137,0.221,175,2,2009,2021,0,1,0,0,-11.082019531250001,1.538627133893098e-05
Bryan Bickell,395,66,70,136,0.344,192,1,2006,2017,0,2,0,0,-11.29063006591797,1.2489246608239944e-05
Nail Yakupov,350,62,74,136,0.389,142,1,2012,2018,0,0,0,0,-12.803289138793946,2.751699353257562e-06
Jim Campbell,285,61,75,136,0.47700000000000004,268,1,1995,2006,0,0,0,0,-12.88288088989258,2.5411764088330957e-06
Perry Berezan,378,61,75,136,0.36,277,1,1984,1993,0,0,0,0,-12.751898490905763,2.896807215294134e-06
Kevyn Adams,540,59,77,136,0.252,317,1,1997,2008,0,1,0,0,-12.73001166534424,2.9609078627776006e-06
Travis Moen,747,59,77,136,0.182,801,1,2003,2016,0,1,0,0,-11.302283012390138,1.2344556552655491e-05
Wayne Maki,246,57,79,136,0.5529999999999999,184,1,1967,1973,0,0,0,0,-12.964348518371583,2.3423617077963765e-06
Mike Sullivan,709,54,82,136,0.192,203,1,1991,2002,0,0,0,0,-13.826869689941407,9.88704161839836e-07
Basil McRae,576,53,83,136,0.23600000000000002,2453,1,1981,1997,0,0,0,0,-14.78428240966797,3.7954875024518734e-07
Derek Ryan,305,51,85,136,0.446,88,1,2015,2021,0,0,0,0,-12.689295494079591,3.083952273084053e-06
Mike Hudson,416,49,87,136,0.327,414,1,1988,1997,0,1,0,0,-11.921567642211915,6.645475653427145e-06
Larry Regan,280,41,95,136,0.486,71,1,1956,1961,1,0,0,0,-10.28651400756836,3.408858103614715e-05
Karlis Skrastins,832,32,104,136,0.163,375,2,1998,2011,0,0,0,0,-11.169565879821779,1.409655697627643e-05
Bryan Allen,721,29,107,136,0.18899999999999997,839,2,2000,2015,0,0,0,0,-9.791800701141359,5.590500719238269e-05
Dean Kennedy,717,26,110,136,0.19,1118,2,1982,1995,0,0,0,0,-10.679423534393312,2.3013109002526685e-05
Jesse Belanger,246,59,76,135,0.5489999999999999,56,1,1991,2001,0,1,0,0,-12.321592056274415,4.454496552239822e-06
Glenn Brydson,299,56,79,135,0.452,203,1,1930,1938,0,0,0,0,-12.877430641174318,2.5550642285679514e-06
Ron Zanussi,299,52,83,135,0.452,373,1,1977,1982,0,0,0,0,-12.32221957397461,4.451702166106644e-06
Nico Hischier,209,51,84,135,0.6459999999999999,62,1,2017,2021,0,0,1,0,-12.431779586791993,3.989743652805574e-06
