Player,GP,G,A,TP,PPG,PIM,POS,firstYear,lastYear,Awards,Cups,All-Star Games,HoF
Billy MacMillan,446,74,77,151,0.339,184,1,1970,1977,0,0,0,0
Kris King,849,66,85,151,0.17800000000000002,2030,1,1987,2001,0,0,0,0
Nils Ekman,264,60,91,151,0.5720000000000001,188,1,1999,2007,0,0,0,0
Aaron Ward,839,44,107,151,0.18,736,2,1993,2010,0,3,0,0
Chris Joseph,510,39,112,151,0.29600000000000004,567,2,1987,2001,0,0,0,0
Jamie Baker,404,71,79,150,0.371,271,1,1989,1999,0,0,0,0
Andy Sutton,676,38,112,150,0.222,1185,2,1998,2013,0,0,0,0
Dale Rolfe,509,25,125,150,0.295,556,2,1959,1975,0,0,0,0
Tyler Wright,613,79,70,149,0.243,854,1,1992,2006,0,0,0,0
Matt Bradley,675,59,90,149,0.221,562,1,2000,2012,0,0,0,0
Drake Berehowsky,549,37,112,149,0.271,848,2,1990,2004,0,0,0,0
Francis Bouillon,776,32,117,149,0.192,536,2,1999,2014,0,0,0,0
Sandy McCarthy,736,72,76,148,0.201,1534,1,1993,2004,0,0,0,0
Ville Peltonen,382,52,96,148,0.387,119,1,1995,2009,0,0,0,0
Torrie Robertson,442,49,99,148,0.335,1751,1,1980,1990,0,0,0,0
Kent Douglas,428,33,115,148,0.34600000000000003,631,2,1962,1969,1,2,3,0
Fred Barrett,745,25,123,148,0.199,671,2,1970,1984,0,0,0,0
Guillaume Latendresse,341,87,60,147,0.431,185,1,2006,2013,0,0,0,0
Warren Young,236,72,75,147,0.623,472,1,1981,1988,0,0,0,0
Doug Roberts,419,43,104,147,0.35100000000000003,342,2,1965,1975,0,0,1,0
Daniil Markov,538,29,118,147,0.273,456,2,1997,2007,0,0,0,0
Craig Muni,819,28,119,147,0.179,775,2,1981,1998,0,3,0,0
Ron Delorme,524,83,63,146,0.279,667,1,1976,1985,0,0,0,0
Petr Prucha,346,78,68,146,0.422,133,1,2005,2011,0,0,0,0
Lindsay Carson,373,66,80,146,0.391,624,1,1981,1988,0,0,0,0
Mark Lamb,403,46,100,146,0.362,291,1,1985,1996,0,1,0,0
Chris Campoli,440,35,111,146,0.332,200,2,2005,2012,0,0,0,0
Bob Plager,644,20,126,146,0.227,802,2,1964,1978,0,0,0,0
Jeff Odgers,821,75,70,145,0.177,2364,1,1991,2003,0,0,0,0
Gary Lupul,293,70,75,145,0.495,243,1,1979,1986,0,0,0,0
Peter Sundstrom,335,61,84,145,0.433,122,1,1983,1990,0,0,0,0
Jim Nill,524,58,87,145,0.277,854,1,1981,1990,0,0,0,0
Brett Callighen,160,56,89,145,0.906,132,1,1979,1982,0,0,0,0
Matti Hagman,237,56,89,145,0.612,36,1,1976,1982,0,0,0,0
Ralph Klassen,497,52,93,145,0.292,120,1,1975,1984,0,0,0,0
Kerry Huffman,401,37,108,145,0.362,361,2,1986,1996,0,0,0,0
Scott Bjugstad,317,76,68,144,0.454,144,1,1983,1992,0,0,0,0
Dan Labraaten,268,71,73,144,0.537,47,1,1978,1982,0,0,0,0
Nick Boynton,605,34,110,144,0.238,862,2,1999,2011,0,1,1,0
Roland Eriksson,193,48,96,143,0.741,26,1,1976,1979,0,0,1,0
Bengt Lundholm,275,48,95,143,0.52,72,1,1981,1986,0,0,0,0
Deron Quint,463,46,97,143,0.309,166,2,1995,2007,0,0,0,0
Scott Lachance,819,31,112,143,0.175,567,2,1991,2004,0,0,1,0
Bob Crawford,246,71,71,142,0.5770000000000001,72,1,1979,1987,0,0,0,0
Cody Hodgson,328,64,78,142,0.433,68,1,2010,2016,0,0,0,0
Alexander Korolyuk,296,62,80,142,0.48,140,1,1997,2004,0,0,0,0
Jarkko Ruutu,652,58,84,142,0.218,1078,1,1999,2011,0,0,0,0
Jon Klemm,773,42,100,142,0.184,436,2,1991,2008,0,2,0,0
Henrik Tallinder,678,28,114,142,0.209,378,2,2001,2014,0,0,0,0
Tim Gleason,727,17,125,142,0.195,701,2,2003,2015,0,0,0,0
Steve Christoff,248,77,64,141,0.569,108,1,1979,1984,0,0,0,0
Hartland Monahan,334,61,80,141,0.422,163,1,1973,1981,0,0,0,0
Dennis Polonich,390,59,82,141,0.362,1242,1,1974,1983,0,0,0,0
Jan Ludvig,314,54,87,141,0.449,418,1,1982,1989,0,0,0,0
Germain Gagnon,259,40,101,141,0.544,72,1,1971,1976,0,0,0,0
Gilbert Dionne,223,61,79,140,0.628,108,1,1990,1996,0,1,0,0
Lou Franceschetti,459,59,81,140,0.305,747,1,1981,1992,0,0,0,0
Normand Dupont,256,55,85,140,0.547,52,1,1979,1984,0,0,0,0
Dick Tarnstrom,306,35,105,140,0.458,254,2,2001,2008,0,0,0,0
Frantisek Musil,797,34,106,140,0.17600000000000002,1241,2,1986,2001,0,0,0,0
Karel Rachunek,371,22,118,140,0.377,227,2,1999,2008,0,0,0,0
Jon Sim,469,75,64,139,0.29600000000000004,314,1,1998,2011,0,1,0,0
Norm Ferguson,279,73,66,139,0.498,72,1,1968,1972,0,0,0,0
Maxim Lapierre,614,65,74,139,0.226,586,1,2005,2015,0,0,0,0
Pat Conacher,521,63,76,139,0.267,235,1,1979,1996,0,1,0,0
Steve Ludzik,424,46,93,139,0.328,333,1,1981,1990,0,0,0,0
Darryl Shannon,544,28,111,139,0.256,523,2,1988,2001,0,0,0,0
Keith Magnuson,589,14,125,139,0.236,1442,2,1969,1980,0,0,2,0
Michel Bergeron,229,80,58,138,0.603,165,1,1974,1979,0,0,0,0
Jordy Douglas,268,76,62,138,0.515,169,1,1979,1985,0,0,0,0
John Wensink,403,70,68,138,0.342,842,1,1973,1983,0,0,0,0
Jim Slater,584,67,71,138,0.236,407,1,2005,2015,0,0,0,0
Mike Santorelli,406,64,74,138,0.34,78,1,2008,2016,0,0,0,0
Randy Pierce,277,62,76,138,0.498,223,1,1977,1985,0,0,0,0
Tim Hunter,815,62,76,138,0.16899999999999998,3146,2,1981,1997,0,1,0,0
Denis Arkhipov,352,56,82,138,0.392,128,1,2000,2007,0,0,0,0
Tim Sweeney,291,55,83,138,0.474,123,1,1990,1998,0,0,0,0
Marc Bureau,567,55,83,138,0.243,327,1,1989,2000,0,0,0,0
Bobby Dollas,645,42,96,138,0.214,467,2,1983,2001,0,0,0,0
Kevin Haller,642,41,97,138,0.215,907,2,1989,2002,0,1,0,0
Lars Lindgren,394,25,113,138,0.35,325,2,1978,1984,0,0,1,0
Eric Lacroix,472,67,70,137,0.29,361,1,1993,2001,0,0,0,0
Gino Odjick,604,61,73,137,0.227,2567,1,1990,2002,0,0,0,0
Nick Fotiu,646,60,77,137,0.212,1362,1,1976,1989,0,0,0,0
Oleg Saprykin,325,55,82,137,0.422,240,1,1999,2007,0,0,0,0
Jim Campbell,285,61,75,136,0.477,268,1,1995,2006,0,0,0,0
Perry Berezan,378,61,75,136,0.36,277,1,1984,1993,0,0,0,0
Kevyn Adams,540,59,77,136,0.252,317,1,1997,2008,0,1,0,0
Travis Moen,747,59,77,136,0.182,801,1,2003,2016,0,1,0,0
Wayne Maki,246,57,79,136,0.5529999999999999,184,1,1967,1973,0,0,0,0
Mike Sullivan,709,54,82,136,0.192,203,1,1991,2002,0,0,0,0
Basil McRae,576,53,83,136,0.236,2453,1,1981,1997,0,0,0,0
Mike Hudson,416,49,87,136,0.327,414,1,1988,1997,0,1,0,0
Karlis Skrastins,832,32,104,136,0.163,375,2,1998,2011,0,0,0,0
Bryan Allen,721,29,107,136,0.189,839,2,2000,2015,0,0,0,0
Dean Kennedy,717,26,110,136,0.19,1118,2,1982,1995,0,0,0,0
Jesse Belanger,246,59,76,135,0.5489999999999999,56,1,1991,2001,0,1,0,0
Ron Zanussi,299,52,83,135,0.452,373,1,1977,1982,0,0,0,0
Doug Evans,355,48,87,135,0.38,502,1,1985,1993,0,0,0,0
Jan Hejda,627,25,110,135,0.215,317,2,2006,2015,0,0,0,0
Nelson Pyatt,296,71,63,134,0.453,69,1,1973,1980,0,0,0,0
Rostislav Olesz,365,57,77,134,0.3670000000000001,118,1,2005,2014,0,0,0,0
Jack Egers,284,64,69,133,0.468,154,1,1969,1976,0,0,0,0
Karl Dykhuis,644,42,91,133,0.207,495,2,1991,2004,0,0,0,0
Anton Volchenkov,696,19,114,133,0.191,438,2,2002,2015,0,0,0,0
Rene Corbet,362,58,74,132,0.365,420,1,1993,2001,0,1,0,0
Tom Preissing,326,31,101,132,0.405,78,2,2003,2010,0,0,0,0
Brent Hughes,435,15,117,132,0.303,440,2,1967,1975,0,0,0,0
Bill Lochead,330,69,72,131,0.397,180,1,1974,1980,0,0,0,0
Cory Cross,659,34,97,131,0.199,684,2,1993,2006,0,0,0,0
Steve Montador,571,33,98,131,0.229,807,2,2001,2012,0,0,0,0
Jack O'Callahan,389,27,104,131,0.337,541,2,1982,1989,0,0,0,0
Pierre Lacroix,274,24,107,131,0.478,197,2,1979,1983,0,0,0,0
Pat Quinn,606,18,113,131,0.21600000000000005,950,2,1968,1977,0,0,0,0
Ralph Stewart,252,57,73,130,0.516,28,1,1970,1978,0,0,0,0
Jiri Hrdina,250,45,85,130,0.52,92,1,1987,1992,0,3,0,0
Larry Cahan,666,38,92,130,0.195,700,2,1954,1971,0,0,0,0
Jack Lynch,382,24,106,130,0.34,336,2,1972,1979,0,0,0,0
Gary Doak,789,23,107,130,0.165,908,2,1965,1981,0,1,0,0
Tom Reid,701,17,113,130,0.185,654,2,1967,1978,0,0,0,0
Darby Hendrickson,518,65,64,129,0.249,370,1,1993,2004,0,0,0,0
Ben Clymer,438,52,77,129,0.295,367,1,1999,2007,0,1,0,0
Murray Baron,988,35,94,129,0.131,1309,2,1989,2004,0,0,0,0
Mike Van Ryn,353,30,99,129,0.365,260,2,2000,2009,0,0,0,0
Trent Yawney,593,27,102,129,0.218,783,2,1987,1999,0,0,0,0
Colin White,797,21,108,129,0.162,869,2,1999,2012,0,2,0,0
Bill Sutherland,250,70,58,128,0.512,99,1,1962,1972,0,0,0,0
Dave Forbes,363,64,64,128,0.353,341,1,1973,1979,0,0,0,0
Denis Pederson,435,57,71,128,0.294,398,1,1995,2003,0,0,0,0
Wayne Carleton,278,55,73,128,0.46,172,1,1965,1972,0,1,1,0
Mats Lindgren,387,54,74,128,0.331,146,1,1996,2003,0,0,0,0
Erik Rasmussen,545,52,76,128,0.235,305,1,1997,2007,0,0,0,0
Bob Stewart,575,27,101,128,0.223,809,2,1971,1980,0,0,0,0
Colin Campbell,636,25,103,128,0.201,1292,2,1974,1985,0,0,0,0
Mike Robitaille,382,23,105,128,0.335,280,2,1969,1977,0,0,0,0
Noel Price,499,14,114,128,0.257,333,2,1957,1976,0,1,1,0
Kris Manery,250,63,64,127,0.508,91,1,1977,1981,0,0,0,0
Scott Nichol,662,56,71,127,0.192,916,1,1995,2013,0,0,0,0
Dave Farrish,430,17,110,127,0.295,440,2,1976,1984,0,0,0,0
Paul Lawless,239,49,77,126,0.527,54,1,1982,1990,0,0,0,0
Niko Kapanen,397,36,90,126,0.317,160,1,2001,2008,0,0,0,0
Hannu Virta,245,25,101,126,0.514,66,2,1981,1986,0,0,0,0
Randy Hillier,543,16,110,126,0.232,906,2,1981,1992,0,1,0,0
Steven Rice,329,64,61,125,0.38,275,1,1990,1998,0,0,0,0
Yannick Tremblay,390,38,87,125,0.321,178,2,1996,2007,0,0,0,0
Jay McKee,802,21,104,125,0.156,622,2,1995,2010,0,0,0,0
Lane Lambert,283,58,66,124,0.438,521,1,1983,1989,0,0,0,0
Dave Archibald,323,57,67,124,0.384,139,1,1987,1997,0,0,0,0
Gerry Pinder,223,55,69,124,0.556,135,1,1969,1972,0,0,0,0
John-Paul Kelly,400,54,70,124,0.31,366,1,1979,1986,0,0,0,0
Andrei Nazarov,571,53,71,124,0.217,1409,1,1993,2006,0,0,0,0
Nick Spaling,437,52,72,124,0.284,120,1,2009,2016,0,0,0,0
"Ab DeMarco, Jr.",344,44,80,124,0.36,75,2,1969,1979,0,0,0,0
David Maley,466,43,81,124,0.266,1043,1,1985,1994,0,1,0,0
Jamie Heward,394,38,86,124,0.315,221,2,1995,2009,0,0,0,0
Darryl Edestrand,455,34,90,124,0.273,404,2,1967,1979,0,0,0,0
Eric Nystrom,593,75,48,123,0.207,401,1,2005,2016,0,0,0,0
Matt Pettinger,422,65,58,123,0.29100000000000004,210,1,2000,2010,0,0,0,0
Mike Crombeen,475,55,68,123,0.259,218,1,1977,1985,0,0,0,0
Chris Kontos,230,54,69,123,0.535,103,1,1982,1993,0,0,0,0
Nikolai Borschevsky,162,49,74,123,0.759,44,1,1992,1996,0,0,0,0
Ronald Lalonde,397,45,78,123,0.31,106,1,1972,1979,0,0,0,0
Ivan Hlinka,137,42,81,123,0.898,28,1,1981,1983,0,0,0,0
Gilbert Delorme,541,31,92,123,0.227,520,2,1981,1990,0,0,0,0
Gord Kluzak,299,25,98,123,0.411,543,2,1982,1991,0,0,0,0
Rocky Saganiuk,259,57,65,122,0.471,201,1,1978,1984,0,0,0,0
Bill Berg,546,55,67,122,0.223,488,2,1988,1999,0,0,0,0
Mike Kaszycki,226,42,80,122,0.54,108,1,1977,1983,0,0,0,0
Len Lunde,321,39,83,122,0.38,75,1,1958,1971,0,0,0,0
Ryan Johnson,701,38,84,122,0.174,250,1,1997,2011,0,0,0,0
Dennis O'Brien,592,31,91,122,0.206,1017,2,1970,1980,0,0,0,0
Bob Hess,329,27,95,122,0.371,178,2,1974,1984,0,0,0,0
Billy Dea,397,67,54,121,0.305,44,1,1953,1971,0,0,0,0
Peter Douris,321,54,67,121,0.377,80,1,1985,1998,0,0,0,0
Richard Lemieux,274,39,82,121,0.442,132,1,1971,1976,0,0,0,0
Tim Bothwell,502,28,93,121,0.241,382,2,1978,1989,0,0,0,0
Jean Hamel,699,26,95,121,0.173,766,2,1972,1984,0,0,0,0
Brendan Witt,890,25,96,121,0.136,1424,2,1995,2010,0,0,0,0
Janne Laukkanen,407,22,99,121,0.297,335,2,1994,2003,0,0,0,0
Russ Anderson,519,22,99,121,0.233,1086,2,1976,1985,0,0,0,0
Branko Radivojevic,399,52,68,120,0.301,252,1,2001,2008,0,0,0,0
Brad Dalgarno,321,49,71,120,0.374,332,1,1985,1996,0,0,0,0
Nick Harbaruk,364,45,75,120,0.33,273,1,1969,1974,0,0,0,0
Andrei Zyuzin,496,38,82,120,0.242,446,2,1997,2008,0,0,0,0
Richard Mulhern,303,27,93,120,0.396,217,2,1975,1981,0,0,0,0
Larry Playfair,688,26,94,120,0.174,1814,2,1978,1990,0,0,0,0
Vladimir Orszagh,289,54,65,119,0.412,194,1,1997,2006,0,0,0,0
Landon Wilson,375,53,66,119,0.317,352,1,1995,2009,0,0,0,0
Glenn Goldup,291,52,67,119,0.409,303,1,1973,1982,0,0,0,0
Troy Mallette,456,51,68,119,0.261,1226,1,1989,1998,0,0,0,0
Peter Marsh,278,48,71,119,0.428,224,1,1979,1984,0,0,0,0
Ville Leino,286,40,79,119,0.416,70,1,2008,2014,0,0,0,0
Aaron Miller,677,25,94,119,0.17600000000000002,422,2,1993,2008,0,0,0,0
Frantisek Kucera,465,24,95,119,0.256,251,2,1990,2002,0,0,0,0
Dave Langevin,513,12,107,119,0.232,530,2,1979,1987,0,4,1,0
John Stewart,258,58,60,118,0.457,158,1,1970,1975,0,0,0,0
Danton Cole,318,58,60,118,0.371,125,1,1989,1996,0,1,0,0
Glen Currie,326,39,79,118,0.362,100,1,1979,1988,0,0,0,0
Robert Nilsson,252,37,81,118,0.468,90,1,2005,2010,0,0,0,0
Brian Pothier,362,26,92,118,0.326,202,2,2000,2010,0,0,0,0
Jiri Bubla,256,17,101,118,0.461,202,2,1981,1986,0,0,0,0
Brit Selby,350,55,62,117,0.334,163,1,1964,1972,1,0,0,0
Ville Nieminen,385,48,69,117,0.304,333,1,1999,2007,0,1,0,0
Duane Rupp,374,24,93,117,0.313,220,2,1962,1973,0,0,1,0
Kjell Dahlin,166,57,59,116,0.6990000000000001,77,1,1985,1988,0,1,0,0
Michel Ouellet,190,52,64,116,0.611,58,1,2005,2009,0,0,0,0
Gerry Melnyk,269,39,77,116,0.431,34,1,1955,1968,0,0,1,0
Dave Hutchison,584,19,97,116,0.199,1550,2,1974,1984,0,0,0,0
Mike Christie,412,15,101,116,0.282,550,2,1974,1981,0,0,0,0
Kari Eloranta,267,13,103,116,0.434,155,2,1981,1987,0,0,0,0
James Black,352,58,57,115,0.327,84,1,1989,2001,0,0,0,0
Randy Gilhen,457,55,60,115,0.252,314,1,1982,1996,0,1,0,0
Bill McCreary,309,53,62,115,0.3720000000000001,108,1,1953,1971,0,0,0,0
Normand Lacombe,319,53,62,115,0.361,196,1,1984,1991,0,1,0,0
Brandon Prust,486,40,75,115,0.237,1036,1,2006,2016,0,0,0,0
Dennis Owchar,288,30,85,115,0.399,200,2,1974,1980,0,0,0,0
Darren Van Impe,411,25,90,115,0.28,397,2,1994,2003,0,0,0,0
Bob Girard,305,45,69,114,0.374,140,1,1975,1980,0,0,0,0
Adam Mair,615,38,76,114,0.185,829,1,1998,2011,0,0,0,0
David Tanabe,449,30,84,114,0.254,245,2,1999,2008,0,0,0,0
Mike Pelyk,441,26,88,114,0.259,566,2,1967,1978,0,0,0,0
Tracy Pratt,580,17,97,114,0.197,1026,2,1967,1977,0,0,1,0
Brian Glennie,572,14,100,114,0.199,621,2,1969,1979,0,0,0,0
Mark Kirton,266,57,56,113,0.425,121,1,1979,1985,0,0,0,0
David Silk,249,54,59,113,0.454,271,1,1979,1986,0,0,0,0
Hnat Domenichelli,267,52,61,113,0.423,104,1,1996,2003,0,0,0,0
Mark Janssens,711,40,73,113,0.159,1422,1,1987,2001,0,0,0,0
Lars Molin,172,33,80,113,0.657,37,1,1981,1984,0,0,0,0
Brad Lukowich,658,23,90,113,0.172,369,2,1997,2011,0,1,0,0
Gord Lane,539,19,94,113,0.21,1228,2,1975,1985,0,4,0,0
Steven Finn,725,34,78,112,0.154,1724,2,1985,1997,0,0,0,0
Bob Lorimer,529,22,90,112,0.212,431,2,1976,1986,0,2,0,0
Steve Atkinson,302,60,51,111,0.368,122,1,1968,1975,0,0,0,0
Tom Gorence,303,58,53,111,0.366,89,1,1978,1984,0,0,0,0
Bobby Sheehan,310,48,63,111,0.358,40,1,1969,1982,0,1,0,0
Lubos Bartecko,257,46,65,111,0.4320000000000001,107,1,1998,2003,0,0,0,0
Doug Robinson,239,44,67,111,0.464,34,1,1963,1971,0,0,0,0
Brad Lauer,323,44,67,111,0.344,218,1,1986,1996,0,0,0,0
Espen Knutsen,207,30,81,111,0.536,105,1,1997,2004,0,0,1,0
Jassen Cullimore,812,26,85,111,0.13699999999999998,704,2,1994,2011,0,1,0,0
Mario Faubert,231,21,90,111,0.481,222,2,1974,1982,0,0,0,0
Ron Harris,476,20,91,111,0.233,474,2,1962,1976,0,0,0,0
Nick Beverley,501,18,93,111,0.222,156,2,1966,1980,0,0,0,0
Rob Pearson,269,56,54,110,0.409,645,1,1991,1997,0,0,0,0
Mark Taylor,209,42,68,110,0.526,73,1,1981,1986,0,0,0,0
Paul Boutilier,288,27,83,110,0.382,358,2,1981,1989,0,1,0,0
Radek Martinek,486,25,85,110,0.226,280,2,2001,2014,0,0,0,0
Bryce Salvador,786,25,86,110,0.14,696,2,2000,2015,0,0,0,0
Robert Palmer,320,9,101,110,0.344,115,2,1977,1984,0,0,0,0
Rob Scuderi,783,8,102,110,0.14,198,2,2003,2016,0,2,0,0
Wayne Bianchin,276,68,41,109,0.395,137,1,1973,1980,0,0,0,0
Steve Begin,524,57,52,109,0.208,561,1,1997,2013,0,0,0,0
Brian Willsie,381,52,57,109,0.28600000000000003,217,1,1999,2011,0,0,0,0
Perry Anderson,417,50,59,109,0.261,1051,1,1981,1992,0,0,0,0
Wayne Dillon,229,43,66,109,0.476,60,1,1975,1980,0,0,0,0
Nevin Markwart,309,41,68,109,0.353,794,1,1983,1992,0,0,0,0
Mikko Leinonen,162,31,78,109,0.6729999999999999,71,1,1981,1985,0,0,0,0
Serge Aubin,374,44,64,108,0.289,361,1,1998,2006,0,0,0,0
Steve Patrick,250,40,68,108,0.4320000000000001,242,1,1980,1986,0,0,0,0
Matt D'Agostini,321,52,55,107,0.333,147,1,2007,2014,0,0,0,0
Sheldon Kennedy,310,49,58,107,0.345,233,1,1989,1997,0,0,0,0
Bill Lesuk,388,44,63,107,0.276,368,1,1968,1980,0,1,0,0
Anton Babchuk,289,36,71,107,0.37,108,2,2003,2013,0,1,0,0
Bob Beers,258,28,79,107,0.415,225,2,1989,1997,0,0,0,0
Alain Daigle,389,56,50,106,0.272,122,1,1974,1980,0,0,0,0
Stephane Veilleux,506,50,56,106,0.209,348,1,2002,2015,0,0,0,0
Gord Labossiere,215,44,62,106,0.493,75,1,1963,1972,0,0,0,0
Bryan Campbell,260,35,71,106,0.408,74,1,1967,1972,0,0,0,0
Paul Ranger,323,24,82,106,0.328,254,2,2005,2014,0,0,0,0
Pierre Bouchard,595,24,82,106,0.17800000000000002,433,2,1970,1982,0,5,0,0
Rhett Warrener,714,24,82,106,0.14800000000000002,899,2,1995,2008,0,0,0,0
Mike Commodore,484,23,83,106,0.219,683,2,2000,2012,0,1,0,0
Gord Dineen,528,16,90,106,0.201,693,2,1982,1995,0,0,0,0
Greg Fox,494,14,92,106,0.215,637,2,1977,1985,0,0,0,0
Rob Gaudreau,231,51,54,105,0.455,69,1,1992,1996,0,0,0,0
T.J. Galiardi,321,44,61,105,0.327,136,1,2008,2015,0,0,0,0
Jim Vandermeer,461,25,80,105,0.228,664,2,2002,2012,0,0,0,0
Randy Jones,365,20,85,105,0.28800000000000003,185,2,2003,2012,0,0,0,0
Ken Morrow,550,17,88,105,0.191,309,2,1979,1989,0,4,0,0
Mike Lalor,687,17,88,105,0.153,677,2,1985,1997,0,1,0,0
Fredrik Sjostrom,489,46,58,104,0.213,190,1,2003,2011,0,0,0,0
Andrei Lomakin,215,42,62,104,0.484,92,1,1991,1995,0,0,0,0
Andy Hilbert,307,42,62,104,0.339,132,1,2001,2011,0,0,0,0
Kent Manderville,646,37,67,104,0.161,348,1,1991,2003,0,0,0,0
Eric Perrin,245,32,72,104,0.424,92,1,2003,2009,0,1,0,0
Kyle Chipchura,481,31,73,104,0.21600000000000005,376,1,2007,2016,0,0,0,0
Brian Glynn,431,25,79,104,0.241,410,2,1987,1997,0,0,0,0
Wayne Hillman,691,18,86,104,0.151,534,2,1960,1973,0,1,0,0
Rolf Edberg,184,45,58,103,0.56,24,1,1978,1981,0,0,0,0
Christian Bordeleau,205,38,65,103,0.502,82,1,1968,1972,0,1,0,0
Ken Sutton,388,23,80,103,0.265,338,2,1990,2002,0,1,0,0
David Shand,421,19,84,103,0.245,544,2,1976,1985,0,0,0,0
Henry Boucha,247,53,49,102,0.413,157,1,1971,1977,0,0,0,0
Colin Greening,286,45,57,102,0.35700000000000004,150,1,2010,2016,0,0,0,0
Marc Fortier,212,42,60,102,0.481,135,1,1987,1993,0,0,0,0
Larry Keenan,233,38,64,102,0.438,28,1,1961,1972,0,0,0,0
Alexander Khavanov,348,27,75,102,0.293,233,2,2000,2006,0,0,0,0
Juha Ylonen,341,26,76,102,0.299,100,1,1996,2002,0,0,0,0
Paul Broten,322,46,55,101,0.314,264,1,1989,1996,0,0,0,0
Andy Delmore,283,43,58,101,0.35700000000000004,105,2,1998,2006,0,0,0,0
Larry Jeffrey,368,39,62,101,0.274,293,1,1961,1969,0,1,0,0
Rob McClanahan,224,38,63,101,0.451,126,1,1979,1984,0,0,0,0
Jim Wiemer,325,29,72,101,0.311,378,2,1982,1994,0,0,0,0
Yvon Labre,371,14,87,101,0.272,788,2,1970,1981,0,0,0,0
